id,name,estimated_cost
7184,"Open End Wrench, ?in, ?in",15
7185,"Taping Knife",15
7186,"Oscillating Multitool",60
7187,"Collapsible Ruler",10
7188,"Combination Wrench, 6mm",15
7189,"Screwdriver Tool, Phillips",10
7190,"Pocket Knife",15
7191,"Pin Punch",15
7192,"Circuit Tester",20
7193,"Pocket Knife",15
7194,"Utility Knife",15
7195,"Utility Knife",15
7196,"Screwdriver Shaft, Flat",10
7197,Scraper,15
7199,"Hack Saw, Small",15
7200,"Circlip Pliers",25
7202,"Flat Screwdriver",10
7203,"Flat Screwdriver",10
7204,"Flat Screwdriver, Large",10
7205,"Flat Screwdriver, Long",10
7207,"Flat Screwdriver",10
7208,"Flat Screwdriver",10
7209,"Flat Screwdriver",10
7210,"Phillips Screwdriver, Small",10
7212,"Flat Screwdriver",10
7213,"Flat Screwdriver",10
7215,"Flat Screwdriver",10
7217,"Phillips Screwdriver",15
7218,"Flat Screwdriver",10
7219,"Phillips Screwdriver",10
7220,Awl,10
7222,"Flat Screwdriver",10
7223,"Phillips Screwdriver",10
7224,"Flat Screwdriver",10
7225,"Flat Screwdriver",10
7226,"Flat Screwdriver, Small",5
7227,"Flat Screwdriver",10
7228,"Flat Screwdriver",10
7229,"Flat Screwdriver",15
7230,"Crock Pot",15
7231,"Rice Cooker",20
7232,"Flat Screwdriver",10
7233,"Flat Screwdriver",15
7234,"Flat Screwdriver",5
7235,"Flat Screwdriver",10
7236,"Flat Screwdriver",5
7237,"Flat Screwdriver",10
7238,"Phillips Screwdriver",10
7239,"Phillips Screwdriver",15
7240,"Taping Knife",15
7242,"Taping Knife",15
7243,"Phillips Screwdriver",10
7244,"Double Sided Screwdriver",20
7246,"Drill Bit Set",20
7247,"Soldering Iron Holder",15
7248,"Hydraulic Jack",15
7249,"Laser Level",40
7250,Grinder,25
7252,Jigsaw,25
7253,"Hack Saw",15
7254,"Claw Hammer",15
7255,"Wire Cutter",15
7256,"Wire Stripper",15
7258,"Toggle Clamp",15
7260,"Screwdriver Set",15
7261,"Hard Hat",20
7262,"Socket Set",40
7263,Backpack,25
7264,"Door Knob Repair Tool",20
7265,"Socket 13/16in",15
7266,"Socket 3/8in",20
7268,"Socket 3/16in",15
7269,"Socket 1/2in",20
7270,"Socket 1in",15
7271,"Sewing Machine",20
7272,"Lug Nut Wrench",15
7273,"Clamp-On Vise",20
7274,"Mechanics Creep",50
7275,"Jack Stands",40
7276,"Caulk Gun",15
7277,"Corded Drill, 3/8in",25
7278,"Circular Saw",50
7279,"Paint Roller",15
7280,"Paint Roller",15
7281,"Knee Pads",15
7282,"Pruner, Small",15
7283,"Pruning Shears",15
7285,"Bike Pump",15
7286,"Garden Hose Sprayer",15
7287,"Garden Hose Sprayer",15
7288,"Weed Pick",15
7289,"Flat Screwdriver",15
7290,"Flat Screwdriver",10
7291,"Flat Screwdriver",5
7292,"Flat Screwdriver",10
7293,"Flat Screwdriver",10
7294,"Flat Screwdriver",15
7295,"Flat Screwdriver",10
7296,"Phillips Screwdriver",10
7297,"Paint Scraper",10
7298,Chisel,15
7299,"Adjusable Wrench",15
7300,"Adjusable Wrench",15
7301,"Adjusable Wrench",15
7302,Rasp,15
7303,C-clamp,15
7304,"Glass Scraper",15
7305,Pliers,15
7306,Stamps,20
7307,"Profile Sander Kit",80
7308,"Drill Bit Set",15
7309,"Sewing Machine",75
7313,"Laser Level",75
7314,"Cordless Impact Driver",50
7315,"Work Gloves",10
7316,"Box Cutter",10
7317,"Shop Vac, Dry Only, Bucket",50
7318,"Shop Vac, Wet/Dry, 12 Gal",50
7319,"Circular Saw",40
7320,Jigsaw,50
7321,"Hot Glue Gun",15
7322,"Power Sander",50
7323,"Carpet Trimmer",25
7324,"Bench Grinder",50
7325,"Kneel Pad",10
7327,C-clamp,15
7328,"Kayak Carrier",60
7329,"Roof Rack",50
7330,"Air Pump",15
7331,"Garden Hose",15
7332,"Garden Hose",15
7333,"Leather Working Kit",50
7336,"Pipe Wrench",20
7337,"Round Shovel",20
7338,"Bolt Cutters",20
7339,"Hole Saw, 2-7/8in",15
7341,"Bypass Pruner",15
7342,"Phillips Screwdriver, Narrow",5
7344,Multimeter,20
7345,Multimeter,20
7346,Multimeter,25
7347,"Chisel, Brick Set",15
7348,File,15
7349,Backpack,25
7350,"Tubing Cutter, 1/8in to 1-1/18in",20
7351,"Laser Pointer",20
7352,"Pocket Knife",15
7353,"Garden Hose",15
7354,"Tool Set",25
7355,"Hydraulic Break Tools",75
7356,"Lanchez Sub Utility Pump",40
7357,"Allen Wrench Set",15
7358,"Wrench, Adjustable, Large",20
7359,"Vise Grip, Small, Adjustable",15
7360,"Multi Wrench",15
7361,"Phone Tester",20
7362,"High Voltage Probe",25
7364,"Allen Wrench Set",15
7365,"Meterman Circuit Tracer Transmitter",40
7366,"Needle Nose Pliers",15
7367,Chisel,15
7368,Chisel,15
7369,"Drill Bits, Glass",15
7370,"Extension Cord",10
7371,"Woodworking Edge Trimmer",50
7372,"Extension Cord",10
7373,Chisel,15
7374,"Socket Driver",25
7375,"Hand Truck",50
7376,"Reciprocating Saw",60
7377,Jigsaw,50
7378,"Hand Saw",15
7379,"Power Sander",50
7380,"Power Sander",50
7381,"Power Sander",50
7382,"Profile Sander",40
7383,"Tape Measure, 30ft",15
7385,Grinder,40
7386,"Corded Drill",50
7387,"Adjusable Wrench",15
7388,Dehumidifier,50
7389,"Brick Trowel",15
7390,"Miter Box, With Saw",40
7391,"Key Hole Saw, Swappable",15
7392,"Tuck Point Trowel",15
7393,"Garden Hose Sprayer",15
7394,"Socket Wrench",15
7395,"Socket Wrench, Small",20
7396,"Wheelbarrow, 4 Cu Ft",50
7397,"Dremel Tool",20
7398,"Sharpening Stone",25
7401,"Water Wand",15
7402,"Hole Saw Kit",50
7403,"Pipe Wrench",25
7404,"Rubber Mallet",15
7405,"Sledgehammer, Small",25
7406,"Claw Hammer",15
7407,"Adjusable Wrench",15
7408,"Camping Chair",20
7409,"Camping Chairs",20
7410,"Soldering Gun",20
7412,"Cordless Drill Set",25
7415,"Drill Bit Kit",15
7416,"Stud Finder",20
7417,"Claw Hammer",10
7418,Chisel,15
7419,"Phillips Screwdriver, Small",5
7420,"Angle Grinder",50
7421,"Extension Cord",15
7422,"Corded Drill",25
7423,"Extension Cord",15
7425,"Flash Light",15
7426,"Circular Saw",50
7428,Level,15
7429,"Quick Grip Clamp",15
7430,"Bar Clamp",15
7431,Grabber,15
7432,Grabber,20
7433,Grabber,15
7435,Chisel,10
7436,Bucket,5
7437,"Paint Tray",10
7438,"Socket Wrench, Small",20
7439,Scraper,15
7441,"Shop Vac, Wet/Dry, 1.5 Gal",50
7445,Punch,20
7446,"Garden Hose",15
7447,"Vise Grip",15
7448,"Channel Lock Pliers",15
7449,"Wire Cutter",15
7450,"Adjusable Wrench",15
7451,"Key Hole Saw",15
7452,"Tin Snips",15
7453,"Wire Cutter",15
7454,"Wrie Cutter",15
7455,"Garden Sprinkler",15
7456,"Garden Hose Sprayer",15
7457,"Garden Hose Sprayer",15
7458,"Drywall Knife",15
7459,"Garden Hose",15
7460,"Extension Cord",15
7461,"Extension Cord",15
7462,Dehumidifier,50
7464,"Bike Tire Lever",10
7465,"Bike Tire Lever",10
7466,"Screw Extractor Set",15
7467,C-clamp,8
7468,C-clamp,5
7469,"Bike Rack",75
7470,"Flex LW1503 Compact 5-Inch Wet Polisher With Central Water Feed",150
7471,Jigsaw,20
7472,"Work Light",20
7473,"Tapping Block",15
7474,Shears,20
7475,"Channel Lock Pliers",15
7476,"Channel Lock Pliers",20
7477,"Channel Lock Pliers",15
7479,"Stud Finder",20
7480,"Jewelry Dremel Bits",20
7481,"Channel Lock Pliers",15
7482,"Channel Lock Pliers",15
7483,Level,40
7484,Level,40
7485,"Bit Driver",15
7486,"Measuring Tool",15
7487,File,15
7488,"Rope Handle Tub",15
7489,Scissors,5
7490,"Drill Bit Kit",20
7491,Flashlight,15
7492,"Garden Hose",15
7493,"Extension Cord",15
7494,"Wood Chisel, Straight Edge, 3/8in",15
7495,"Wood Chisel, Straight Edge, 3/8in",15
7496,"Quick Grip Clamp",15
7497,"Tubing Cutter, 1/8in to 1-1/18in",15
7498,"Tubing Cutter, 2mm-28mm",20
7499,"Hand Sprayer",25
7501,"Paint Brush",5
7502,"Coleman Bag",15
7503,"Imperial Flaring Tool",25
7504,"Flex Drive",50
7505,"Table Saw",75
7506,"Extension Cord",20
7507,"Torx Screwdriver Set",15
7508,"Extension Cord",15
7509,"Nut Driver Set",15
7510,"Extension Cord, 3 Outlet",10
7511,"Brass Height Gauges",25
7512,"Extension Cord, 4 Outlet",15
7513,"Bar Clamp",15
7514,"Bar Clamp",20
7515,"Bar Clamp",15
7516,"Bar Clamp",15
7517,"Bar Clamp",15
7519,"Tack Hammer",15
7520,"Pry Bar",15
7522,"Quick Grip Clamp",15
7523,"Staple Gun",15
7524,"Tack Hammer",15
7525,"Wire Tester And Tone Generator",50
7526,"Quick Grip Clamp",15
7527,"Quick Grip Clamp",15
7528,"Tack Hammer",15
7529,C-clamp,10
7530,"Reciprocating Saw",50
7531,"Cordless Drill Kit, 3/8in",25
7533,"Pry Bar",15
7534,"Staple Gun",15
7535,"Roto Zip",50
7536,"Phillips Screwdriver, Narrow",10
7537,"Phillips Screwdriver, Narrow",10
7538,"Phillips Screwdriver, Narrow",10
7539,"Flat Screwdriver",10
7540,"Pry Bar",15
7541,"Pull Bar",15
7542,Chisel,15
7543,Chisel,15
7544,Chalkline,15
7545,"Pruning Shears",15
7546,"Small Black Space Heater",20
7547,"Grout Sealer Roller Applicator",15
7548,"Metal 3"" Test Plug",15
7549,"Twine, Yute",15
7550,"Needle Nose Pliers",15
7552,"Dewalt Cordless Power Tool Set",150
7553,"Wire Brush",10
7554,"Clay Knifes Gauges",15
7555,"Hose Timer",20
7556,"Sink Auger",25
7557,"Electronic Over Flow Alert",20
7558,"Clay Tool",20
7559,"Car Battery Terminal Cleaner",15
7560,"Car Battery Terminal Cleaner",15
7561,"Tubing Cutter",20
7562,"Tubing Cutter",15
7563,"Tubing Cutter",15
7564,"Pipe Cutter",20
7565,"Curved Flower Knife",15
7567,"Air Pump",10
7568,"Clay Knife",15
7569,"Spanner Wrench",15
7570,"Battery Hydrometer",15
7571,"Pressure Washer",60
7573,"Scotts Easy Hand-Held Broadcast Spreader",15
7574,"Laser Level",50
7576,"Picture Frame Maker",75
7577,"Engine Stand",75
7578,"Steel Wool",5
7579,"Tool Belt",15
7581,"Tool Smock",15
7582,"Foot Pump",15
7583,"Pocket Kicker Drywall Lifter",50
7584,"Long Handled Pot Scrub Brush",10
7585,"Coaxial Cable Wire Stripper",25
7586,"Circuit Tracer Receiver",50
7587,"Drill Tool Bag",20
7588,"Shop Vac, Wet/Dry, Bucket",50
7589,"Roto Zip",50
7590,"Phillips Screwdriver",10
7591,Chisel,15
7592,"Allen Wrench",15
7593,"Stud Finder",15
7594,"Pinking Shears",12
7596,"Work Light",15
7597,"Paint Brush",5
7598,"Air Compressor",50
7599,"Coping Saw",15
7600,"Nut Driver, 3/8in",15
7601,"Moving Blanket",15
7602,"Hand Saw",15
7603,Flashlight,15
7604,"Vacuum Cleaner",40
7607,"Painting Clothes, Small",10
7608,"Label Maker",25
7609,Thermos,10
7610,"Plane, Micro",20
7611,"Socket 22mm",15
7613,"Bar Clamp",15
7614,"Miter Saw",50
7616,File,15
7617,"Plug Cutter Set",20
7618,"iPhone 5",50
7619,"iPhone 3GS",20
7620,"Shoulder Dolly",50
7621,"Spray Gun",50
7622,"Remington 14"" 8 Amp Limb 'N Trim Electric Chainsaw",50
7623,Lathe,100
7624,"Candy Thermometer",15
7625,"Caulk Gun",15
7626,"Do It Wrench",15
7627,"Switching Power Supply",50
7628,"Bolt Cutter",20
7629,Ladder,25
7630,"Wire Cutters",15
7631,"Multibit Screwdriver",15
7632,"Multibit Screwdriver",15
7633,Chainsaw,75
7635,"Wood Chipper",75
7636,"Dowelling Kit",50
7637,"12V Battery BATT_C",20
7640,"18V Battery BATT_C",25
7642,"Dremel General Kit",50
7643,"Battery Charger",15
7644,"Turkey Fryer",50
7645,"Laser Measure",75
7646,Breadboard,15
7647,Breadboard,15
7648,Breadboard,15
7649,Breadboard,15
7650,Breadboard,15
7651,"Notched Trowel",15
7652,"90 Amp MIG Flux Wire Welder",75
7653,"Scroll Saw",75
7654,"Table Saw",100
7655,"Scraper, Multitool",20
7656,"Dremel Tool",50
7657,"Circular Saw",40
7659,Chisel,20
7660,"Fuel Pump Tester",75
7661,"Wire Cutters",15
7662,"Wrench, Adjustable, Small",15
7663,"Screw Extractor Set",15
7664,Flashlight,5
7665,Stilts,20
7666,"Handheld Pry Bar",15
7668,"Bow Saw",20
7669,"Flat Screwdriver, Small, With Holder",5
7670,"Trench Digger",75
7671,"Socket Wrench",15
7673,"Label Printer",20
7674,"Racquet Stringing Machine",150
7675,Rake,15
7676,"Socket Wrench",35
7677,"Miter Saw",50
7678,Laptop,100
7679,"Drill Press",75
7680,"Scroll Saw",80
7681,"Rotary Tool Kit",50
7682,"Drill Guide",25
7683,"Windows Laptop (LAB1) With Charger",80
7684,"Windows Laptop (LAB2) With Charger",100
7685,"Windows Laptop (LAB3) With Charger",50
7686,"Cuisinanart Food Processor",25
7687,"Plunge Router",75
7688,"Needle Nose Pliers",15
7689,"Round Shovel, Small",20
7690,"Garden Hoe",15
7691,"Snow Sled",15
7692,"Garden Rake",10
7693,Lopper,20
7694,"Mini Planter",20
7695,"Bluetooth Speaker",25
7696,"Work Support Stand",50
7697,"Pruning Shears",15
7698,"Garden Pitchfork",20
7699,"Snow Sled",15
7700,Serger,100
7701,Lopper,20
7702,T-square,20
7703,"Garden Hose",15
7704,Tachometer,25
7705,"Gum Rubber Grout Float",15
7706,"Notched Trowel",15
7707,"Water Circulating Pump",50
7708,"Paint Brush",5
7709,"Multibit Screwdriver",15
7711,"Allen Wrench Set",15
7713,"Flexible Spackling Knife",10
7714,"Stud Finder",15
7715,"Table Saw",120
7716,"Circular Saw, Cordless",80
7717,"Dewalt Battery Charger",50
7718,"18V Battery DeWalt BATT_A",25
7719,"Wet Suit, Small",50
7720,"Wet Suit, Large",50
7721,"Toolbox (Empty)",25
7722,"Plastic Tote",15
7724,"Wooden Box",20
7725,"Vending Machine/Appliance Mover",150
7726,"5"" Disc Sandpaper Kit",15
7727,"Drywall Knife",15
7728,"Paint Scraper",15
7729,"Sanding Disc",15
7730,"Angle Finder",15
7731,"24"" Ruler",15
7732,"Bar Clamp, Small",20
7733,"Bar Clamp, Small",15
7734,"Bar Clamp, Small",15
7735,"Bar Clamp, Small",15
7736,"Molding Heads Set",75
7737,"Dado Blade Set",40
7738,"Socket Wrench",20
7739,Jigsaw,20
7740,"Watering Can",10
7741,"Flooring/Ice Scraper",20
7742,"Cordless Drill",25
7743,"30"" Ruler",15
7744,"Drafting Template",15
7745,Level,20
7746,"Small Flashlight",5
7747,"Glue Gun",15
7748,Awl,15
7749,"C-clamp, Plastic",5
7750,"Staple Gun",15
7751,"Claw Hammer, Small",15
7752,"Open End Wrench, 13mm, mm",15
7753,"Open End Wrench, 12mm, mm",10
7754,"Bike Tire Lever",5
7755,"Bike Tire Lever (Pair)",5
7756,"Needle Nose Pliers",10
7757,"Garden Hose Sprayer",15
7759,"Caulk Gun",15
7760,"Soldering Iron",15
7761,Jigsaw,25
7762,"Quick Grip Clamp",20
7763,"Quick Grip Clamp",20
7764,"Safety Glasses",5
7765,"Handheld Broom",10
7766,Trowel,20
7767,"Paint Roller",15
7768,"Flat Screwdriver",15
7769,"Corded Drill, 3/8in",50
7770,"Telephone/DSL Cable",15
7771,"Micro-HDMI To VGA Adapter",15
7772,"Phone Repair Tool",20
7773,"Snow Shovel",15
7774,"Solar Panel, Small",50
7776,"Pipe Wrench",25
7777,"Pipe Wrench",15
7778,"Pipe Wrench",20
7779,"Pipe Wrench",20
7780,"Screw Extractor Set",15
7781,"Drill Bit Set",20
7783,"Pipe Wrench",20
7785,"Push Drill",15
7786,"Chain Tool",25
7787,"Flat Screwdriver",10
7788,"Flat Screwdriver",15
7789,"Flat Screwdriver",15
7790,"Flat Screwdriver",15
7791,"Flat Screwdriver, Small",10
7792,"Flat Screwdriver, Small",10
7794,"Flat Screwdriver",15
7795,"Taping Knife",15
7797,Chisel,15
7798,Chisel,15
7799,Chisel,15
7800,Chisel,15
7802,"Phillips Screwdriver",8
7804,"Phillips Screwdriver",10
7805,"Phillips Screwdriver",10
7806,Scraper,15
7807,"Notched Trowel",15
7808,C-clamp,15
7809,"Battery Terminal Remover",15
7810,"Lug Nut Wrench",20
7812,"Adjusable Wrench",15
7813,"Window Screen Repair",10
7814,"Snap Ring Pliers",20
7815,"Tape Measure, 10ft",9
7816,"Allen Wrench Set",15
7817,"Shop Vac, Wet/Dry, 10 Gal",70
7818,"Rasp, Round",15
7819,"Stand On Wheels",20
7820,"Zibra Cutters",15
7821,Roller,15
7822,"Open End Wrench, 8mm, mm",15
7823,"Pocket Wrench",15
7825,"Wood Cornering Tool, 1/16in to 1/8in",15
7826,"Cone Wrench, ?in",15
7827,"Adjustable Drill Bit",20
7828,"Drain Pan, 16 QT",15
7830,"Bottle Cap Press And Corker",40
7831,"Power Sander With Vacuum Bag",50
7832,"Shop Vac, Wet/Dry, 1.5 Gal",50
7833,"Hydraulic Bottle Jack",40
7834,"Angle Grinder",25
7835,"Paint Roller",15
7836,"Paint Roller",15
7837,"Smoothing Plane",40
7838,"Paint Roller",15
7839,"Paint Roller",15
7840,"Paint Roller",15
7842,Paintbrush,10
7843,"Scraper, Plastic",15
7844,"Wire Scratch Brush, Scraper, Wide",15
7845,"Shopvac Sander",50
7846,"Wire Scratch Brush, Scraper",15
7847,"Wire Scratch Brush, Scraper",15
7848,"Squeegee, Large",20
7849,"Wire Brush",10
7850,"Putty Knife",10
7851,Scraper,15
7854,Pitchfork,15
7855,"Scythe, Large",40
7856,"Paint Roller",15
7857,"Wire Stripper",15
7858,"Paint Tray",10
7859,"Flush Wire Cutters",15
7860,"Flush Wire Cutters",15
7861,"Needle Nose Pliers",10
7862,"Saw Horse, Folding",15
7863,"Paint Brush",5
7864,"Pad Painter",15
7865,"Bristle Brush",15
7866,"Pad Painter",15
7867,"Paint Brush",5
7869,"Paint Roller",15
7871,Riveter,50
7872,"Li-ion Battery Charger, 1A",20
7873,"1/4â Stereo Studio Cable",20
7875,"Chocolate Fountain",20
7876,Griddle,20
7877,"Keyboard, USB",20
7878,"Soldering Iron With Stand",40
7879,"Helping Hand With Magnifying Glass",15
7880,"Ethernet Cable",20
7881,"Ethernet Cable",10
7882,"USB-C Charger",15
7883,"USB-C Cable",15
7884,"Logic Analyzer",50
7885,"Solder Sucker",15
7886,"Claw Hammer, Small",15
7887,"Flat Screwdriver",10
7888,"Power Strip",15
7889,"Apple Magsafe 2 Power Adapter",25
7890,"Wire Stripper",20
7891,"Wire Stripper",15
7893,"Screwdriver Set, Narrow",15
7896,"Adjustable Circuit Board Holder",40
7897,"Allen Wrench Set, Pocket",15
7898,"19V Laptop Charger",15
7899,"Currency Detecting Microscope",50
7900,"Ovbdii Bluetooth Interface",20
7902,"Transfer Bench With Back",50
7903,"Rolling Walker",40
7904,"Brush Comb",10
7905,"Trim Edger",50
7906,"Extension Cord",15
7907,"Extension Cord",15
7908,"Extension Cord",15
7910,"Extension Cord",15
7911,"Air Pump",15
7912,"Contour Gauge Duplicator",15
7913,"Toilet Safety Rails",40
7914,"Hanging Lamp",40
7915,"Power Strip, 4 Outlet",10
7916,"Submersible Pump",40
7917,"Paint Tray",10
7918,"Paint Tray",10
7919,"Paint Tray",10
7920,"Paint Roller",10
7922,"Sheet Metal Edge Breaker",50
7923,"Sheet Metal Edge Breaker",25
7924,"Sheet Metal Edge Breaker",20
7925,"SDHC Card, 16GB",10
7926,"Floor Jack",50
7927,"Jack Stand, 6 Ton",20
7928,"Jack Stand, 6 Ton",25
7929,"Jack Stand, 2 Ton",25
7930,"Jack Stand, 2 Ton",25
7931,Dolly,25
7932,Dolly,25
7933,Dolly,25
7934,Dolly,25
7935,"Screen Print Frame",15
7936,"Screen Print Supplies",50
7937,"Growler, 64oz",15
7938,"Growler, 64oz",15
7939,"Growler, 64oz",15
7940,"Growler, 64oz",15
7941,"Carboy, 11.3 LTS",20
7942,"Router Bit Set, Roundover",25
7943,"Corded Drill, 3/8in, 90Â° Angle",20
7944,"Power Cord, Computer",15
7945,"Soldering Stand",15
7946,"Soldering Stand",20
7947,"Power Tap, 3 Outlet",10
7949,"Multibit Screwdriver, Ratcheting",20
7950,Scraper,15
7951,"Ground Adapter",5
7952,"Ground Adapter",5
7953,"Hand Impact Driver",25
7954,"Vise Clamp",50
7955,"DVI To VGA Adapter",10
7956,"Glass Scraper",15
7958,"Disc Brush",20
7959,"Disc Brush",15
7960,Punch,20
7962,"Hand Pad, Left",40
7963,"Hand Pad, Right",50
7964,"Wrist Pad, Right",20
7965,"Socket Wrench",25
7966,Torch,50
7967,C-clamp,15
7968,"Socket Wrench Set, Metric",25
7969,"Socket Wrench Set, Metric",25
7970,Stapler,15
7971,"Digital Microscope",50
7972,"Router Bit Set",25
7973,File,15
7974,File,15
7975,File,15
7976,File,15
7977,"Taping Knife",10
7978,"Notched Trowel",15
7979,"Notched Trowel",15
7980,"Notched Trowel, Small",15
7981,"Grout Float",15
7982,"Scraper, Offset",15
7983,"Tile Clip Pliers",15
7986,"Flat Screwdriver",5
7988,"Square Level",20
7989,T-square,20
7990,Paintbrush,10
7991,"Cable Tester",25
7992,"Forged Scraper",20
7993,"Fish Rod",20
7994,File,15
7995,"3D Printer",150
7996,"3D Printer",150
7997,"Camping Chair",15
7999,"River Tube",25
8000,Square,15
8001,"Pipe Clamp",50
8002,"Pipe Clamp",50
8003,"Pipe Clamp",50
8004,"Pipe Clamp",50
8005,"Air Compressor",80
8006,"Torx Screwdriver, Narrow",15
8007,"Torx Screwdriver, Narrow",15
8008,Goggles,15
8009,"Bench Plane",25
8010,"Sanding Block, Handled",20
8012,"Miter Box",25
8013,"Spline Tool",10
8014,"Concealed Hinge Jig",40
8015,"Push Block",15
8016,"Push Block",15
8017,"Push Block",15
8018,"Push Block",15
8019,"Push Block",20
8020,Goggles,15
8021,"Phillips Screwdriver",10
8022,"Phillips Screwdriver",5
8024,"Channel Lock Pliers",15
8025,Scraper,20
8026,"Random Orbit Sander",50
8028,"18V Battery BATT_C",15
8029,"Toolbox (Empty)",25
8030,"Socket 3/4in",20
8031,"Miter Saw",50
8032,"Power Sander",40
8033,"Adapter, 5-15P To L5-15R",15
8034,"Combination Wrench, 13mm",15
8035,"Open End Wrench, 1/2in, 9/16in",15
8036,"Corded Drill",40
8037,"Stud Finder",20
8038,"Stud Finder",20
8039,"Cable Chains",25
8040,"Combination Wrench, 1/2in",15
8041,"Open End Wrench, ?in, ?in",15
8042,"Magnetic Bit Holder",15
8043,"Hand Saw",15
8044,"Tile Cutter",20
8045,"Tube Bending Spring Set",15
8046,"Outlet Tester",15
8047,Hammer,15
8049,"Grout Float",15
8050,"Back Saw",40
8051,"Wire Cutters",15
8052,"Hand Saw",15
8053,"Key Hole Saw",15
8054,Flashlight,10
8055,"Lock Nut Wrench",25
8056,"Tube Pipe Flaring Tool",15
8057,"NES Controller",15
8058,"Rasp Bit",15
8059,"Hand Rivet Set",20
8060,"Carpet Knife",15
8061,Spokeshave,25
8062,"Carpet Seam Roller",20
8063,"Sculpture Tool Set",25
8066,"Rubber Mallet",10
8067,"Flat Screwdriver",15
8068,"Flat Screwdriver",10
8069,"Adjusable Wrench",15
8070,"Nut Driver, 1/2in",15
8071,"Adjusable Wrench",15
8072,"Pipe Wrench",20
8075,"Box Cutter",10
8076,"Flat Screwdriver, Narrow",10
8077,"Nut Driver, ?in",15
8079,"Wood Chisel, Straight Edge",15
8080,"Box Wrench, 5/8in, 11/16in",15
8081,"Heat Gun",40
8082,"Socket Extension 1/2in",15
8083,"Socket 1/4in",15
8084,"Socket 3/8in",20
8085,"Socket Extension 1/4in",15
8086,"Socket 3/8in",15
8087,"Work Support Bench",50
8088,"Battery Charger, Ni-MH",15
8089,Chisel,15
8090,"Battery Charger, Ni-MH",20
8091,"Soldering Iron",15
8093,"Box Cutter",15
8094,Chisel,15
8095,"Mat Cutter",50
8096,"Profile Sander With Vacuum Bag",40
8097,"Travel Adapter",10
8098,"Travel Adapter",15
8099,"Paint Roller Extension Pole",20
8100,Torch,20
8101,"Funnel Set",5
8102,"Mall Drill, Vintage",50
8103,"12V Battery And Charger",20
8106,"RV Adapter, 15A To 30A",20
8107,File,15
8108,File,20
8109,File,20
8110,File,15
8112,File,15
8113,File,15
8114,File,15
8115,File,15
8116,File,15
8117,File,15
8118,File,20
8119,File,15
8120,File,15
8121,File,15
8122,"Bike Stand",50
8123,"Tubing Cutter",20
8125,"Flat Screwdriver",15
8126,"Flat Screwdriver",10
8127,"Flat Screwdriver",5
8128,"Torx Screwdriver, T10",15
8129,"Phillips Screwdriver, Small",10
8131,"Phillips Screwdriver, Narrow",15
8132,"Flat Screwdriver, Ratcheting",10
8133,Lopper,20
8134,Lopper,25
8135,"Planters Shovel",15
8136,"Vise-Grip Locking Pliers",15
8137,"Pruning Shears",15
8138,Pliers,15
8139,"Needle Nose Pliers",10
8140,"Wire Cutters",15
8141,"Adjusable Wrench",15
8142,Scissors,5
8143,"Leaf Blower",50
8144,"Box Wrench, 10mm, 13mm",20
8145,"Combination Wrench, 8mm",10
8148,"Tire Pressure Gauge",15
8149,"Hex Driver Set",20
8150,"Bench Mount Vise",50
8151,"Hook And Pick Set",15
8152,"Socket Extension",15
8153,"Hand Saw, Narrow",15
8154,"Box Cutter",10
8155,"Claw Hammer",15
8156,"Infrared Thermometer",15
8158,File,15
8159,"Glass Cutter",15
8160,"Stud Finder",20
8161,"Phillips Screwdriver",5
8162,"Power Strip",15
8163,"Power Strip",10
8165,"Flat Screwdriver",10
8166,"Soldering Iron",25
8167,"Soldering Iron",20
8168,"Soldering Iron, Large",60
8169,"Phillips Screwdriver",10
8170,"Flat Screwdriver",15
8171,"Phillips Screwdriver, Narrow",10
8172,"Phillips Screwdriver, Narrow",10
8173,"Power Sander With Vacuum Bag",50
8174,"VGA Cable",15
8175,"VGA To HDMI Adapter",15
8176,Monitor,50
8177,Monitor,50
8178,"Belt Sander",40
8179,"SD Card, 2GB",10
8180,"SD Card, 2GB",5
8181,"SD Card, 2GB",5
8182,"Electric Marker",25
8183,"Pry Bar",15
8184,"Cell Phone Repair Kit",20
8185,"Socket Wrench",25
8186,"Paint Mixer",25
8187,"Socket Wrench",50
8188,"Rotorazer Saw",50
8190,"Mini-USB OTG Adapter",5
8191,"Safety Glasses",10
8192,"USB Charger",15
8193,"Reciprocating Saw",40
8194,"Hand Mixer",20
8195,"Power Sander, Palm Grip",50
8196,"Finishing Sander",25
8197,"Profile Sander Kit",40
8198,"Random Orbit Sander",20
8199,"Paint Brush",5
8200,"Caulk Finisher",10
8201,"Crock Pot",15
8204,"Corded Drill, 1/2in",25
8205,"Battery Charger",25
8206,"18V Battery DeWalt BATT_A",25
8207,"Cordless Drill, 1/2in",50
8208,"18V Battery",25
8210,Spokeshave,20
8211,"Wood Gouge, Curved Blade, No Handle",15
8212,"Ice Pick",10
8213,"Tin Snips",15
8214,"Wood Chisel, Straight Edge, 1/4in",15
8215,"Collapsible Adjustable Square",20
8216,"Yellow Chalkline",15
8217,"Wood Chisel, Straight Egde, 5/8in",15
8218,"Wood Chisel, Straight Edge, 1in",15
8219,"Saw Horse, Folding, Metal",25
8220,"Saw Horse, Folding, Metal",25
8221,"Small Grommet Kit",15
8222,"Power Hammer",75
8223,"Flat Screwdriver, Long, With Holder",10
