id,name,estimated_cost
4379,"Tin Snips",15
4381,"Combination Wrench, 11/16in",15
4386,"Tire Iron",15
4390,"Potato Masher",10
4393,"Bristle Brush",15
4394,"Flat Screwdriver",15
4395,Scraper,15
4396,"Quick Grip Clamp",15
4398,Easel,25
4399,"Hog Ring Pliers",20
4402,"Small Paint Pail",10
4403,"Flat Screwdriver",5
4405,"Extension Cord",15
4406,"Pipe Wrench",15
4407,"Flat Screwdriver",10
4410,"Combination Wrench, 9/16in",15
4413,"Combination Wrench, 9/16in",15
4415,Grill,60
4416,"Bottle Cap Press",50
4417,"Ice Cream Shoppe Instructions",15
4419,"Candy Thermometer",15
4420,"Steam Cleaner, Small",50
4422,"Oil Drain Pan",15
4424,"Power Planer",50
4426,"Cabinet Clamp",40
4428,"Biscuit Joiner",50
4430,"Pneumatic Hose",50
4431,"Crow Bar, Hooked End",15
4432,"Paint Sprayer",75
4433,Wedge,15
4434,"Tap And Die (40 Pc)",25
4435,"Flat Screwdriver",10
4436,"Flat Screwdriver",5
4438,"Flat Screwdriver",10
4440,"Flat Screwdriver",8
4441,"Glue Gun",15
4442,"Flat Screwdriver, Small",10
4445,"Paint Brush",15
4446,Scraper,15
4447,"Power Strip",10
4448,"Paint Brush",10
4449,"Caulk Gun",15
4450,"Grout Float",15
4454,"Dovetail Template",25
4455,"Masonry Trowel",15
4456,Trowel,15
4457,"Notched Trowel",15
4461,"Ceiling Jack",50
4462,"Ceiling Jack",50
4463,"Corded Drill, 1/4in",25
4465,"Hand Saw",15
4466,"Needle Nose Pliers",15
4467,"Miter Box",15
4468,"Lock Nut Wrench",20
4470,"Slip Joint Pliers, Small",10
4471,"Cordless Drill",25
4474,Axe,15
4476,"Pipe Wrench",25
4477,Pliers,20
4481,"Claw Hammer",15
4482,"Claw Hammer",10
4483,"Metal Mallet",15
4485,"Phillips Screwdriver, Small",5
4487,"Jig It",25
4490,"Wire Stripper",15
4492,"Wire Stripper",15
4496,Plane,40
4498,C-clamp,15
4500,"Hole Punch",15
4503,"Quick Grip Clamp",15
4505,"Back Saw",15
4506,File,15
4510,"Adjusable Wrench",15
4511,File,15
4514,"Coping Saw",15
4515,"Circular Saw",50
4518,"Electric Grill",50
4520,"Battery Charger",15
4521,"Claw Hammer",15
4522,"Claw Hammer",15
4523,"Hand Saw, Narrow",15
4525,"Box Cutter",10
4526,"Box Cutter",10
4528,"Box Cutter",10
4530,"Glass Scraper",15
4532,"Flat Screwdriver",10
4533,"Phillips Screwdriver, Small",10
4534,"Phillips Screwdriver",12
4537,Chisel,15
4538,"Combination Wrench, 3/8in",15
4540,"Combination Wrench, ?in",20
4541,"Combination Wrench, ?in",20
4542,"Combination Wrench, ?in",20
4543,"Stud Finder",15
4544,"Corner Level",20
4545,"Paint Brush",10
4549,"Socket Wrench, Multi Faced",50
4550,"Allen Wrench Set, T-Handle",15
4551,"Crock Pot",20
4552,"Cake Stand",15
4553,"Try Square",15
4554,"Try Square",15
4556,"Corded Drill",50
4557,Square,15
4561,Engraver,75
4563,"Band Clamp",20
4568,"Band Clamp",15
4569,"Band Clamp",15
4570,"Cutting Board",15
4571,"Coping Saw",15
4574,"Glue Gun",15
4575,"Soldering Iron",15
4576,Ruler,5
4579,"Cat 5 Ethernet And Phone Crimper",25
4581,"Combination Wrench, 1/2in",15
4583,"Combination Wrench, 11/16in",15
4584,Pliers,15
4585,"Wire Stripper",15
4587,"Slip Joint Pliers",15
4588,Saw,20
4590,"Needle Nose Pliers",15
4593,"Push Broom",20
4594,"Saw Horse With Vise",50
4596,"Saw Horse, Folding",20
4597,"Saw Horse, Folding",20
4598,Ladder,25
4599,Scissors,5
4601,"Surge Protector",15
4602,Level,15
4604,"Calipers, Digital",20
4606,"Sanding Block",15
4607,"Toolbox (Empty)",20
4609,"Variable Speed Router, 1/2in",80
4612,"Corded Drill",20
4613,"Rubber Mallet",10
4614,"Tire Lever Set",15
4615,"Scroll Saw",75
4616,"Bottom Bracket Tool",50
4617,"Cone Wrench, 15mm, 32mm",20
4618,Socket,15
4619,Socket,40
4620,"Chain Tool",15
4621,"Spoke Wrench",15
4622,"Chain Wrench",50
4623,"Roto Zip",50
4624,"Crank Remover",20
4627,"Belt Sander",60
4631,"Crow Bar, Pointed End",20
4632,"Caulk Gun",15
4634,"Bolt Cutters",50
4635,"Glue Gun",15
4637,"Weed Wacker BATT_C 18V",40
4638,Auger,20
4639,"Key Hole Saw",15
4640,"Hack Saw, Small",15
4641,"Allen Wrench Set",15
4642,File,15
4643,File,15
4644,"Nail Puller",15
4646,"Claw Hammer",15
4647,Level,15
4651,"Bypass Pruner",15
4652,Chisel,15
4653,"Tape Knife",10
4655,"Scraper, Multitool",15
4656,"Pry Bar",15
4659,Chalkline,15
4662,"Blade Runner",15
4664,Tent,50
4669,Cooler,20
4670,Punch,20
4673,"Quick Grip Clamp",15
4674,"Quick Grip Clamp",10
4675,"Quick Grip Clamp",15
4676,"Quick Grip Clamp",15
4678,Auger,50
4680,"18V Battery Ryobi BATT_A",20
4682,"18V Battery Ryobi BATT_A",20
4684,"Radial Chain",25
4685,"Radial Chain",50
4686,"Dremel Set",40
4688,"Nail Gun, Pneumatic",80
4689,"Staple Gun, Pneumatic",75
4692,Table,50
4693,Table,50
4694,Table,50
4695,Table,50
4696,Table,50
4697,Table,50
4699,Table,50
4703,"Claw Hammer",15
4706,"Screwdriver Set, Small",15
4710,"Camping Stove",40
4711,"Soldering Iron",20
4713,Plunger,10
4716,"Magnifying Glass With Light",20
4721,"Corner Vise, Clamp-On",40
4723,Ruler,10
4724,Yardstick,15
4727,"Post Hole Digger",50
4728,"Post Hole Digger",50
4729,Pitchfork,15
4732,"Square Shovel",20
4735,"Garden Rake",15
4736,"Garden Rake",20
4737,"Gravel Rake",15
4739,Broom,10
4741,Pick,20
4742,"Pruning Shears",20
4743,"Turf Edger",40
4744,"Pruning Shears",15
4745,Axe,40
4746,"Square Shovel",15
4748,"Square Shovel",20
4749,"Go Set",20
4752,C-clamp,15
4754,"Square Shovel",25
4755,"Weed Puller",20
4756,"Scuffle Hoe",25
4757,"Triangular Hoe",15
4758,Pick,25
4759,"Scuffle Hoe",15
4760,"Scuffle Hoe",15
4761,Axe,15
4762,Hoe,20
4763,"Toolbag (Empty)",20
4764,Lopper,15
4765,Projector,100
4766,"Beach Ball",10
4769,"18V Battery BATT_C",25
4770,"Hand Truck",50
4774,"Bar Clamp",25
4775,"Miter Saw",50
4776,"Manual Lawn Edger, Rotary",20
4777,"Manual Lawn Edger, Rotary",20
4778,"Manual Lawn Edger, Rotary",50
4779,"Corded Drill",50
4780,Rake,15
4781,Rake,15
4782,Rake,20
4783,Shears,15
4784,"Round Shovel",15
4785,"Pruning Shears",15
4787,Sledgehammer,50
4788,"Bow Saw",15
4789,"Hedge Trimmer",25
4790,Sledgehammer,50
4791,"Crow Bar, Chisel End",15
4792,Sledgehammer,50
4793,"Hedge Trimmer",40
4795,"Crow Bar, Pointed End",15
4797,Pickaxe,25
4798,Sickle,15
4799,"Corded Drill",50
4800,"Dust Pan",10
4801,Scythe,50
4803,Scythe,50
4807,"Pressure Washer",75
4808,"Pressure Washer",75
4809,"Ice Cream Maker",50
4811,Level,20
4812,"Flat Screwdriver",10
4813,Goggles,15
4814,"Power Sander",45
4815,"Screwdriver Set, Small, Narrow",15
4816,"Belt Sander",40
4818,"Car Roof Bag",20
4819,"Soldering Gun",25
4820,"Folding Chair, Metal",10
4821,"Folding Chair, Metal",20
4822,"Folding Chair, Metal",20
4823,"Hand Drill",20
4826,"Cordless Drill",50
4829,"Bar Clamp",20
4830,"Weed Whacker",50
4834,"Miter Saw",70
4836,"Tile And Glass Scraper",15
4838,"Bow Saw",15
4839,"Wire Brush",20
4841,"Glue Gun",15
4843,"Staple Gun",20
4848,Cooler,40
4849,"Bar Clamp",20
4850,"Grout Float",15
4851,"Channel Lock Pliers",15
4852,"Bar Clamp",25
4853,Plane,20
4854,"Notched Trowel, Small",15
4855,"Ice Cube Tray",5
4859,Blender,15
4860,"Tool Organizer",10
4861,"Channel Lock Pliers",15
4864,"Ice Cleats",40
4865,"Ice Cleats",50
4867,"Phillips Screwdriver",10
4868,"Phillips Screwdriver, Small",10
4870,"Phillips Screwdriver, Small",10
4871,"Spark Plug Wire Set",20
4873,Scissors,10
4878,"Flat Screwdriver",10
4880,"Flat Screwdriver",10
4881,"Combination Wrench, 9/16in",15
4885,"Phillips Screwdriver",10
4886,"Paper Towel Holder",10
4887,"Phillips Screwdriver",10
4888,"Putty Knife",10
4889,Chisel,15
4893,"Phillips Screwdriver",10
4894,Grabber,15
4895,"Phillips Screwdriver",10
4897,"Wire Cutter",15
4901,"Roberston Screwdriver",15
4903,"Box Cutter",15
4904,"Torx Screwdriver, T8",10
4906,"Torx Screwdriver, Narrow",15
4911,"Ruler Right Angle",10
4912,"Glass Scraper",15
4913,"Paint Roller",10
4916,"Phillips Screwdriver",15
4918,"Flat Screwdriver, Small",10
4919,"Phillips Screwdriver",8
4920,"Flat Screwdriver",10
4921,"Tape Measure, 5ft",15
4922,"Corded Drill",25
4924,Jigsaw,40
4926,Chisel,15
4927,Chisel,15
4928,"Needle Nose Pliers",15
4929,"Scraper, Multitool",15
4930,Rasp,15
4931,"Glass Cutter",25
4932,"Glass Cutter",25
4933,"Glass Cutter",25
4934,"Corded Drill",40
4935,"Drill Bit & Screwdriver Set",25
4936,"Extension Cord",15
4939,Torch,25
4940,Walker,50
4944,"Gear Puller, Small",25
4945,"UV Desk Light",20
4946,T-square,15
4949,Breadboard,15
4951,Breadboard,15
4952,"Flat Screwdriver",10
4953,"Flat Screwdriver",10
4954,"Flat Screwdriver",10
4955,"Wire Stripper",20
4958,Multimeter,50
4960,Multimeter,50
4965,Multimeter,20
4966,"TV Antenna",20
4967,"ESR Meter",50
4970,"Soldering Iron",25
4971,Level,15
4972,"Box Cutter",10
4974,"Screwdriver Set, Narrow",15
4975,"Digital 12"" Caliper",25
4976,"Third Hand",15
4980,"Wire Brush",10
4981,"Solder Sucker",20
4982,"Glue Gun",15
4983,"Soldering Iron Holster",25
4986,"Magnifying Glass",15
4987,"Solder Cleaner",20
4988,"Ice Cream Maker",25
4989,"Corner Clamp",15
4991,"Extension Cord",10
4993,"Saw Horse, Folding",15
4994,"Chain Repair Kit",40
4996,"Bit Set",15
4997,"Circular Saw",50
4998,"Cordless Drill",50
4999,Oscilloscope,150
5000,"Saw Horse, Folding",20
5001,"Rotary Hammer Drill",75
5002,"Pool Float",15
5003,"Pool Float",15
5004,Table,50
5005,Table,50
5006,Table,50
5007,"Tap And Die (40 Pc)",25
5009,Dolly,40
5012,"Magnetic Parts Tray",15
5013,"Power Sander, Palm Grip",50
5017,C-clamp,10
5018,"Calipers, Digital",40
5019,"Dremel Press Stand",40
5020,"Table Saw",100
5021,"Square Level",20
5022,"Poster Stapler",25
5023,"Cordless Drill",50
5024,"Rice Cooker",15
5026,Ladder,40
5027,Ladder,50
5029,"Tile Saw",75
5035,Jigsaw,50
5036,"Rubber Mallet",5
5037,C-clamp,15
5039,"Spade Bit Set",15
5040,C-clamp,15
5042,"Quick Grip Clamp",15
5044,"Wood Burning Pen",25
5045,Telescope,120
5046,"Projector Screen",100
5047,"Metal Mallet",15
5048,"Profile Sander",50
5050,"Claw Hammer",15
5051,"Tap And Die (9 Pc)",25
5052,"Tap And Die (23 Pc)",40
5053,Jigsaw,40
5056,"Key Hole Saw",15
5058,"Locking Pliers, Adjustable",20
5059,"Vise Grip, Medium",15
5060,"Slip Joint Pliers, Large",15
5062,"Food Mill",15
5063,"Folding Chair, Wood",15
5064,"Folding Chair, Wood",20
5065,"Folding Chair, Wood",20
5066,"Folding Chair, Wood",20
5068,"Manual Drill Press",75
5070,"Drill Bit Set",20
5071,"Tap And Die (26 Pc)",45
5072,"Hand Saw, Angled Handle",15
5073,"Masonry Drill Bit Set",20
5074,"Power Sander With Vacuum Bag",50
5075,"Hand Saw",15
5078,"Pull Bar",20
5081,"AC Adapter",15
5083,"AC To DC Adapter, 12V",15
5084,Laminator,50
5085,"Tubing Cutter",20
5088,"Corded Drill",20
5089,Multimeter,20
5090,"Car Ramp Set",25
5091,"Angle Grinder",75
5095,"Jumper Cables",15
5096,"Mechanics' Creeper",20
5097,"Roof Scaffolding Brackets",50
5099,"Bow Saw",15
5100,"Hand Saw",20
5101,"Jack Stand",45
5102,"Jack Stand",50
5103,"Jack Stand",25
5105,Tripod,50
5107,"Hanging Work/Shop Light",20
5109,"Air Compressor Hose",15
5110,Auger,50
5111,"Air Compressor Hose",25
5112,Flashlight,15
5113,"Miter Box",15
5114,"Claw Hammer",15
5115,C-clamp,10
5116,C-clamp,10
5118,"Drill Bit Set",20
5119,"Drill Bit And Socket Set",40
5120,"Quick Grip Clamp",15
5122,Tripod,50
5123,Tripod,15
5124,"Fish Tape",25
5125,"Cordless Impact Driver",60
5128,Jigsaw,40
5132,"Heat Gun",25
5134,"Work Light",20
5135,Monitor,20
5136,"Bike Stand",50
5137,"Tin Snips",15
5138,Chair,25
5139,Fan,15
5140,"Hose Reel",15
5141,"Safety Glasses",10
5143,"Quick Grip Clamp",15
5148,"Paint Brush, Long",15
5149,"Paint Brush",5
5150,"Combination Wrench, 5/8in",10
5155,"Back Saw",15
5156,"Quick Grip Clamp",15
5158,Plane,50
5163,"Squeegee, Large",15
5165,"Dust Mop",15
5167,"Punch Bowl Set",20
5170,"Soldering Iron",20
5171,"Soldering Iron",20
5172,"Soldering Iron",25
5173,"Soldering Iron",20
5174,"Soldering Iron",20
5175,"Soldering Iron, Cordless",50
5176,"Poster Stapler",15
5180,"Brick Trowel",20
5181,"Tub Drain Remover",15
5184,"Tile Saw",100
5185,"Panel Carrier",15
5186,"Wallpaper Remover",15
5188,"Tile Cutter",15
5189,"Tile Saw",150
5191,"Tile Cutter",50
5192,"Pull Bar",15
5194,"Power Planer",50
5196,Auger,20
5199,"Miter Box, With Saw",40
5202,"Hand Saw",15
5204,"Bar Clamp",20
5205,"Socket Set, Metric and SAE",25
5206,"Vacuum Cleaner",25
5208,"Nut Driver, 1/2in",15
5210,"Bar Clamp",20
5212,"Folding Chair, Metal",15
5213,"Folding Chair, Metal",20
5214,Mixer,40
5221,Square,15
5222,"Mud Pan",15
5223,"Mud Pan",15
5224,"Quick Grip Clamp",15
5227,Square,10
5228,"Miter Box",15
5229,Level,20
5232,"Electric Chainsaw",50
5233,Jigsaw,40
5235,"Bristle Brush",15
5236,Tent,20
5237,"Extension Cord, 4 Outlet",15
5239,Chisel,15
5241,Chisel,15
5242,"Key Hole Saw",10
5243,"Key Hole Saw",15
5244,"Corded Drill",25
5245,"Wine Goblet / Glass Set Of 5",15
5246,"Hole Punch",15
5247,"Paint Brush",5
5249,"Mortise Chisel",15
5250,Chisel,15
5253,"Shop Vac, Dry Only, 1 Gal",50
5254,"tape measure",10
5255,Chisel,15
5256,Level,20
5257,"Flat Screwdriver",10
5261,"Bar Clamp",20
5263,Chisel,15
5267,Printer/Scanner,25
5268,"Box Cutter",10
5269,Chisel,10
5270,Scraper,15
5272,"Torx Screwdriver",15
5273,Lantern,15
5274,"Phillips Screwdriver",10
5275,"Tape Measure",15
5277,"Hand Drill",15
5279,"Box Cutter",10
5286,"Jumper Cables",15
5288,"Slip Joint Pliers",10
5289,"Drill Bit, Large",20
5290,"Caulk Gun",15
5292,"Dental Tool Set",50
5293,"Caulk Gun",20
5299,"Drill Bit, Large",15
5300,Goggles,10
5302,Goggles,15
5304,"Tape Measure",15
5305,"Drill Bit Set",15
5306,"Slip Joint Pliers",15
5307,"Slip Joint Pliers",10
5309,"Combination Wrench, ?in",15
5311,"Wire Cutter",15
5314,"Precalculus Enhanced With Graphing Utilities 4th Ed",15
5318,"Safety Midget Chain",75
5319,"Wire Cutter, 4in",15
5321,"Allen Wrench Set",15
5322,"Chain Pulley",50
5323,"Wire Cutter, 5in",10
5325,"Box Cutter",10
5326,Scissors,5
5327,"Notched Trowel",15
5328,"Superior Tool 03845 Sinkdrain Wrench",25
5329,Chalkline,15
5330,"Notched Trowel",15
5333,"Channel Lock Pliers",15
5334,"Caulk Gun",10
5335,"Caulk Gun",15
5339,"Caulk Gun",15
5340,"Vice Grips",15
5341,"Wire Cutter",15
5344,"Flat Screwdriver, Narrow",15
5346,"Flat Screwdriver",10
5347,"Multibit Screwdriver, Small",15
5348,"Flat Screwdriver",10
5349,"Spirit Level",15
5351,"Drill Bit, Large",15
5353,"Allen Wrench Set, Pocket",15
5354,"Claw Hammer",15
5355,"Allen Wrench Set, Pocket",15
5357,"Needle Nose Pliers",15
5358,"Phillips Screwdriver",10
5360,"Allen Wrench Set, Pocket",15
5363,"Flat Screwdriver",10
5364,"Wire Cutter",15
5367,"Phillips Screwdriver",10
5368,"Hack Saw, Small",15
5370,"Flat Screwdriver",10
5372,"Roberston Screwdriver",10
5373,"Biscuit Joiner",50
5374,"Shop Vac, Dry Only, 16 Gal",75
5376,"Scraper, Multitool",15
5377,Jigsaw,25
5378,"Corded Drill",25
5380,"Paint Roller",15
5381,"Extension Cord",15
5383,"Spoke Wrench",15
5384,"Extension Cord",15
5385,"Hanging Lamp",20
5387,"Phillips Screwdriver",10
5388,"5 Gallon Bucket",10
5389,"Key Hole Saw, Large",15
5391,"Bypass Pruner",15
5393,Monitor,50
5394,Monitor,60
5395,"Corded Drill, 3/8in",25
5397,"Wetsuit Women's Large",50
5398,"Roller Blades Women's Size 8",45
5399,"Cambro Tub",15
5400,"Cambro Tub",10
5401,"Cambro Tub",10
5404,"Paint Roller Extension Pole",20
5405,"Pruning Shears",20
5406,"Park Tool",50
5408,"Bar Clamp",15
5409,"Cordless Drill",50
5410,"Round Shovel",25
5411,Rake,10
5414,"Tile Cutter",40
5416,"Air Pump",15
5417,"Vacuum Cleaner",40
5418,"Paper Press Kit",35
5421,"Steel Tube Bender",50
5422,"Steel Tube Bender",50
5423,"Life Jacket",20
5424,"Extension Cord, L5-30R",20
5425,"Snow Shovel, Small",20
5426,"Snow Shovel, Small",10
5427,"Caulk Gun",15
5428,"Wheelbarrow, 6 Cu Ft",50
5429,C-clamp,12
5430,"Manual Chemical Pump",60
5433,"Lineman Pliers",20
5434,"Scrabble Crossword Game",20
5435,"Scrabble Crossword Game: Deluxe Turntable",25
5437,"Phillips Screwdriver",5
5438,"Open End Wrench, 17mm, mm",15
5439,"Channel Lock Pliers",15
5440,"Open End Wrench, 5/8in, 3/4in",15
5442,"Adjusable Wrench",10
5443,"Open End Wrench, ?in",15
5444,Rasp,10
5445,"Bowl, Wood",15
5447,"Pole Sander",20
5448,Level,20
5454,"Desoldering Vacuum Pump",50
5456,"Phillips Screwdriver, Small",10
5457,"Flat Screwdriver",10
5458,"Flat Screwdriver",10
5459,"Flat Screwdriver",15
5460,"Phillips Screwdriver",10
5461,"Flat Screwdriver, Small",10
5462,"Phillips Screwdriver",10
5463,"Flat Screwdriver",10
5465,"Flat Screwdriver",10
5467,"Quick Grip Clamp",15
5469,Bore,15
5471,"Wire Cutter, 7.5in",15
5472,"Spade Bit Set",15
5473,"Pry Bar",10
5476,"Slip Joint Pliers",10
5479,"Flat Screwdriver",10
5480,"Flat Screwdriver",10
5482,"Hydraulic Jack",50
5484,"Nut Driver",20
5485,"Leaf Blower",40
5487,"Box Cutter",15
5488,"Power Supply",50
5493,"Vise Grip",15
5494,"Freewheel Remover",20
5495,Clamp,15
5496,"Freewheel Remover",15
5498,"Tile Nippers",15
5499,Pliers,15
5500,"Hand Saw",15
5502,"Hand Saw",15
5503,"Needle Nose Pliers",10
5504,"Sleeping Bag",50
5505,"Sleeping Pad",40
5506,"Nail Puller",10
5507,"Slip Joint Pliers",10
5509,Headlamp,40
5510,"Inspection Mirror",20
5511,Gouge,15
5512,"Outfeed Roller",75
5513,"Wire Stripper",15
5514,"Snap Ring Plier",15
5515,"Screwdriver Set",15
5520,Router,50
5521,"Paint Roller Grid",10
5522,"Strap Wrench, With Grip",20
5525,"Bristle Brush",15
5529,"Slip Joint Pliers",10
5531,"Crow Bar, Pointed End",15
5532,"Hack Saw, Spring Loaded",15
5533,Sharpener,15
5534,"350 Glass Marbles",20
5535,"Caulk Remover",15
5537,"Bionic Grip Adjustable Wrench",15
5539,"Lawn Mower",50
5541,Ladder,50
5542,"Round Pointed Shovel",20
5543,"Push Broom, Small",15
5544,Hoe,15
5545,Hoe,20
5546,"Round Pointed Shovel",20
5547,"Leaf Rake",15
5548,"Garden Rake",15
5549,"Screwdriver, Forked, 16in",15
5550,Tweezers,10
5551,Pliers,15
5553,"Open End Wrench, 6mm, mm",10
5554,"Open End Wrench, 5.5mm, 7mm",10
5555,Tweezers,5
5556,"Socket Driver",20
5557,"Socket Driver",20
5558,"Socket Driver",15
5559,"Socket Driver",15
5560,"Socket Driver",20
5561,"Socket Driver",20
5562,"Socket Driver",15
5563,"Socket Driver",15
5565,"Shopvac Sander",25
5566,Plane,50
5567,Chisel,15
5568,"Paint Roller",15
5569,Cultivator,20
5570,Gouge,20
5571,"Chain Tool",25
5572,"Adjusable Wrench",15
5574,File,10
5575,"Brick Trowel",15
5577,"Brick Trowel",15
5578,"Work Gloves, Rubber Palm",15
5579,"Work Gloves",15
5582,"Work Gloves, Rubber Palm",10
5584,"Work Gloves, Rubber Palm",10
5585,"Work Gloves, Rubber Palm",10
5586,Bucket,5
5587,Dolly,25
5591,"Welding Face Shield",25
5592,"Paint Guide",20
5593,"Angle Grinder",25
5597,"Bristle Brush",15
5600,"Corner Level",20
5601,File,12
5604,"Rubber Mallet",15
5605,Spade,20
5606,"Post Hole Digger",50
5607,"Magnetic Parts Tray, Metal",10
5608,"Reciprocating Saw, Large Blade",35
5609,Hoe,15
5610,"Chocolate Treat Maker",20
5611,"Reciprocating Saw, Cordless, Set",50
5612,"Dog Crate",25
5613,"Stand-Up Weed Puller",15
5614,Jigsaw,25
5616,Pickaxe,20
5617,"Glass Scraper",15
5618,"Box Cutter",10
5619,"Quick Grip Clamp",15
5621,"Quick Grip Clamp",15
5622,"Quick Grip Clamp",15
5623,"Quick Grip Clamp",15
5624,"Quick Grip Clamp",20
5625,"Staple Gun",20
5626,"Paint Roller",10
5627,"Paint Roller, Small",15
5628,"Vice Grip",20
5630,Rake,15
5631,"Lawn Mower",50
5632,"Extension Cord",15
5634,"Life Stories",20
5635,"Quick Grip Clamp",15
5637,"Firebowl / Fire Pit",150
5639,"Miter Saw",75
5640,Square,20
5641,"Swaging Tool",15
5644,"Corded Drill",25
5645,"Paint Roller",15
5646,"Paint Roller",15
5647,"Staple Gun",15
5648,"Screwdriver Set",20
5650,"Triple-Square Wrench Set",25
5652,"Socket Wrench Set, Metric",20
5656,Axe,15
5657,Pickaxe,25
5658,"Stand-Up Aerator",50
5659,"Pry Bar",15
5660,Scythe,50
5661,"Hand Rivet Set",15
5663,"Lawn Mower",75
5664,Jigsaw,25
5665,"Weed Puller",15
5666,"Work Light",25
5667,"Work Light",40
5668,"Paint Scraper",15
5669,"Box Cutter",10
5670,"Vise-Grip Locking Pliers",15
5671,"Poultry Shears",15
5674,"Wire Stripper, Copper Only",15
5675,"Phillips Screwdriver",15
5676,"Tape Measure, 6ft",10
5677,Square,15
5678,Yardstick,5
5679,"Lock Nut Wrench",50
5680,Funnel,5
5682,"Tape Measure",15
5683,"Tape Measure",15
5684,Scraper,15
5685,"Grout Float",15
5686,"Grout Float, Rubber",15
5689,Funnel,10
5691,"Jack Stands",40
5694,"Tub Drain Remover",15
5695,"Lug Nut Wrench",15
5696,"Lug Nut Wrench",15
5697,"Lug Nut Wrench",15
5699,C-clamp,15
5700,Rake,15
5701,Hoe,15
5702,Spade,20
5703,Spade,20
5704,"Gravel Rake",20
5705,"Round Shovel",15
5706,"Post Hole Digger",50
5707,"Car Jack",40
5708,"Jumper Cables",15
5711,"Circular Saw",50
5713,"Bypass Pruner",15
5714,Dibber,15
5715,"Bypass Pruner",15
5716,"Grout Saw",15
5718,"Bike Pump",15
5720,"Lawn Aerator/Spike Aerator",50
5722,C-clamp,15
5723,C-clamp,15
5725,"Big Foot, Universal",50
5726,"Universal Big Foot",25
5729,"Speed Square",15
5732,"Valve Key",50
5737,"Extension Cord",10
5741,"Water Plug",15
5745,Gouge,15
5747,"Leather Seam Marker",25
5748,"Socket Wrench",20
5749,"Coping Saw",15
5752,"Box Cutter",15
5753,"1' Hand Chisel",15
5754,"Cone Wrench, ?in",15
5755,Chisel,20
5757,Whetstone,15
5759,"Pocket Hole Jig",40
5762,"Tape Measure",15
5763,Riveter,25
5764,"Propane Torch",40
5766,"Punch Set",20
5768,"Hand Clamp",20
5769,"Wrench, ?in",15
5771,"Pipe Wrench Set",25
5774,Ladder,50
5776,"Dust Pan",8
5777,"J Roller",20
5778,"Gear Puller",20
5779,"Tube Pipe Flaring Tool",25
5780,"Gear Puller",15
5781,"Flat Screwdriver",10
5782,"Lug Nut Wrench",20
5783,"Basin Wrench",15
5784,"Basin Wrench",15
5785,"Basin Wrench",15
5786,"Basin Wrench",15
5787,"Gear Puller",20
5788,"Paint Mixer Drill Bit",15
5789,"Dado Blade Set",50
5790,"Dado Blade Set",50
5791,"Molding Set",50
5793,"Dado Blade Set",50
5795,"Basin Wrench",15
5798,"Paint Brush",10
5799,"Cut-Off Tool",50
5800,"Heat Gun",40
5801,Level,15
5802,"Gear Puller",15
5803,"Strap Wrench, With Grip",20
5804,"Strap Wrench, With Grip",15
5806,"Hose Reel",20
5807,"Wire Brush, With Scraper",15
5811,"Notched Trowel",15
5812,"Carpet Seam Roller",40
5813,Plane,50
5814,"Plumb Bob",15
5815,Sharpener,15
5816,"Wire Cutter",15
5817,"Tape Measure, 25ft",15
5818,"Wire Cutter",15
5819,"Open End Wrench, 1/2in, 9/16in",15
5820,"Combination Wrench, ?in",20
5821,"Paint Mixer Drill Bit",15
5822,"Combination Wrench, 5mm",10
5823,"Box Cutter",15
5824,"Needle Nose Pliers",15
5826,"Air Sander, Palm Grip",50
5829,Chisel,15
5830,Level,15
5832,"Linoleum Block Carving Tool",15
5833,Pincer,15
5834,"Blind Nailer",75
5835,Riveter,15
5836,Pincer,15
5837,"Allen Wrench Set, Pocket",15
5838,"Latch Hook",20
5839,"Corner Level",15
5840,"Nut Driver, ?in",15
5842,Carabiner,40
5843,"Nut Driver, ?in",15
5844,"Hose Attachment",15
5845,Gouge,20
5847,Chisel,15
5848,"Wire Brush",15
5850,"Leaf Blower",50
5852,"Angle Grinder",50
5853,"Belt Sander",50
5854,Router,50
5855,"Rice Cooker",20
5856,"Corded Drill, 3/8in",25
5857,"Electric Chainsaw",50
5858,"Extension Cord, 3 Outlet",10
5860,Jigsaw,25
5861,"Electric Skillet",50
5862,"Key Hole Saw",15
5863,"Seam Ripper",5
5864,"Drill Bit Set",20
5865,"Toolbox (Empty)",20
5867,"Scraper, Long Handle",15
5868,Scraper,15
5869,Scraper,15
5870,"Bike Rack",50
5872,"Air Pump",15
5873,Compass,15
5875,"Box Cutter",15
5876,"Combination Wrench, 8mm",15
5877,"Combination Wrench, 10mm",15
5879,"Combination Wrench, 9mm",15
5880,"Combination Wrench, 11mm",15
5881,"Combination Wrench, 5/8in",15
5882,"Combination Wrench, 12mm",15
5883,"Tire Pressure Gauge",15
5885,"Open End Wrench",15
5886,"Kitchen Knife",15
5887,"Adjusable Wrench",15
5890,"Hand Riveter",20
5898,"Multibit Push Drill",15
5902,Gouge,15
5903,"Sawhorse Bracket",20
5904,"Mini Pie Maker",20
5905,Compass,15
5909,"Combination Wrench, 3/8in",15
5911,"Socket Wrench",25
5912,"Adjusable Wrench",15
5913,"Combination Wrench, 1/2in",15
5914,"Combination Wrench, 1/2in",15
5915,"Combination Wrench, 9/16in",15
5916,"Combination Wrench, 7/16in",15
