Item Type,Types Of Items,Item Count,Disabled Item Count,Active Item Count,Max Checked Out,Max Checked Out Date,Utilization
Pitchfork,1,7,4,3,2,2017-08-30 16:03:00,66.7
Lineman Plier,1,3,0,3,2,2018-05-19 09:57:00,66.7
Hand Axe,1,5,2,3,2,2022-03-15 19:36:00,66.7
Wheelbarrow,1,3,0,3,2,2020-03-08 17:35:00,66.7
Bar Clamps,1,50,14,36,24,2021-05-15 11:50:00,66.7
3D Printers,1,3,0,3,2,2022-02-05 12:09:00,66.7
Saw Horses,1,19,5,14,9,2020-11-07 09:37:00,64.3
Cordless Saws,2,8,0,8,5,2021-08-28 11:35:00,62.5
Manual Drain Auger,1,5,0,5,3,2022-04-13 19:07:00,60.0
20V Cordless Tool Batteries,1,11,1,10,6,2021-10-09 11:29:00,60.0
Augers & Drain Openers,3,12,2,10,6,2021-10-26 19:29:00,60.0
Wet-Dry Vac,1,21,4,17,10,2022-04-12 19:08:00,58.8
Sharpeners,2,14,2,12,7,2022-02-13 19:13:00,58.3
Sledgehammers,1,7,0,7,4,2018-07-08 15:24:00,57.1
Moving Supplies,6,7,0,7,4,2018-03-17 10:49:00,57.1
Extension Cords,1,59,10,49,28,2022-04-09 20:02:00,57.1
Squeegees,1,9,2,7,4,2022-04-12 19:08:00,57.1
Heat Gun,1,10,3,7,4,2017-04-19 18:33:00,57.1
Drill Bits,1,46,9,37,21,2022-04-10 18:17:00,56.8
Power Tools,8,31,8,23,13,2022-04-10 17:41:00,56.5
Pickaxes & Mattocks,5,11,2,9,5,2019-06-01 11:31:00,55.6
Edgers,3,9,0,9,5,2021-04-10 11:32:00,55.6
Belt Sanders,1,15,4,11,6,2017-10-11 17:10:00,54.5
Rubber Mallets,1,15,4,11,6,2021-04-03 11:34:00,54.5
Paint Can Openers,1,2,0,2,1,2018-03-14 16:15:00,50.0
Testers (hand held),1,2,0,2,1,2022-02-19 12:10:00,50.0
Paint Mixers & Stirrers,1,4,0,4,2,2022-01-22 10:16:00,50.0
Electric Concrete Stirrers,1,3,1,2,1,2017-10-14 11:02:00,50.0
Ratchet Straps,1,16,2,14,7,2020-08-08 11:58:00,50.0
Submersible Pump,1,2,0,2,1,2019-11-16 09:38:00,50.0
Engraver,1,6,2,4,2,2017-07-22 11:22:00,50.0
Air Brad Nailers,1,3,1,2,1,2020-03-01 16:23:00,50.0
Drywall Saws,1,2,0,2,1,2018-06-20 20:45:00,50.0
Clamp Lights,1,2,0,2,1,2017-04-01 11:39:00,50.0
Storage Bins,2,6,2,4,2,2021-03-23 20:06:00,50.0
Science & Engineering,5,2,0,2,1,2021-08-11 19:12:00,50.0
Power Strips & Surge Protectors,3,13,1,12,6,2020-03-09 19:18:00,50.0
Awl,1,3,1,2,1,2017-05-24 20:56:00,50.0
Pets,4,3,1,2,1,2017-03-13 21:22:00,50.0
Ball Peen Hammers,1,5,1,4,2,2017-10-29 17:31:00,50.0
Saw Blades,4,8,2,6,3,2019-10-07 18:45:00,50.0
Manure Spreaders,1,2,0,2,1,2016-07-13 18:53:00,50.0
Planters,1,4,0,4,2,2022-04-12 20:27:00,50.0
Computer Accessories,5,2,0,2,1,2021-10-05 19:40:00,50.0
Planters Shovel,1,2,0,2,1,2021-08-07 11:43:00,50.0
Quick Grip Clamp,1,51,9,42,21,2021-08-04 20:51:00,50.0
Chains,1,2,0,2,1,2019-12-21 11:50:00,50.0
Thermometers,1,3,1,2,1,2020-10-05 17:58:00,50.0
Bench Grinders,1,4,2,2,1,2020-03-09 19:18:00,50.0
Appliances,1,9,5,4,2,2017-09-30 11:50:00,50.0
Medical Diagnostics,5,3,1,2,1,2020-10-05 17:58:00,50.0
Cordless Impact Drivers,1,5,1,4,2,2017-12-13 20:59:00,50.0
Bow Saws,1,4,0,4,2,2017-11-22 16:01:00,50.0
Cordless Circular Saw,1,4,0,4,2,2021-03-20 09:54:00,50.0
Tractor Accessories,12,2,0,2,1,2016-07-13 18:53:00,50.0
Food Storage,1,10,2,8,4,2019-07-10 19:17:00,50.0
Medical Equipment,21,2,0,2,1,2019-12-21 11:50:00,50.0
Walking Aids,6,6,0,6,3,2021-08-21 11:11:00,50.0
Offices,1,2,0,2,1,2018-01-06 09:53:00,50.0
Pet Carriers,1,3,1,2,1,2017-03-13 21:22:00,50.0
Laptop Computers,4,9,1,8,4,2021-06-12 10:20:00,50.0
Drill Press (power),1,7,3,4,2,2017-06-24 11:08:00,50.0
Keyboards & Mice,6,2,0,2,1,2021-10-05 19:40:00,50.0
Water Safety,4,3,1,2,1,2020-09-05 12:11:00,50.0
Carpet Roller,1,2,0,2,1,2018-04-28 10:38:00,50.0
Band Saws,1,2,0,2,1,2016-10-23 18:18:00,50.0
Camping Furniture,4,6,0,6,3,2020-08-22 12:06:00,50.0
Tool Bench Work Mate,1,2,0,2,1,2017-03-25 09:59:00,50.0
Lab Instruments & Equipment,7,2,0,2,1,2021-02-27 11:30:00,50.0
Personal Flotation Devices,4,3,1,2,1,2020-09-05 12:11:00,50.0
Camping Chairs,1,6,0,6,3,2020-08-22 12:06:00,50.0
Fish Tapes,1,2,0,2,1,2017-08-13 16:54:00,50.0
VR Gear,1,2,0,2,1,2021-04-03 09:19:00,50.0
Corded & Plug-in,39,222,72,150,75,2022-04-12 18:29:00,50.0
Pocket Hole Jigs,1,4,0,4,2,2022-03-30 17:07:00,50.0
Microscopes,1,2,0,2,1,2021-02-27 11:30:00,50.0
Pickaxes,1,7,1,6,3,2017-07-12 18:05:00,50.0
Telephones,4,2,0,2,1,2021-05-04 18:13:00,50.0
Projector Screens,1,2,0,2,1,2016-09-04 18:55:00,50.0
Communications Devices,8,2,0,2,1,2021-05-04 18:13:00,50.0
Crowbars,1,14,4,10,5,2017-08-19 12:15:00,50.0
USB-A Cables,1,7,3,4,2,2021-10-05 19:40:00,50.0
Circuit Testers,1,9,3,6,3,2020-08-01 10:17:00,50.0
Rafts,1,8,0,8,4,2020-02-22 13:09:00,50.0
Scythe,1,4,0,4,2,2018-05-26 10:19:00,50.0
Hand Miter Saws,1,12,2,10,5,2020-10-03 11:54:00,50.0
"Scythes, Sickles & Machetes",4,8,2,6,3,2022-02-22 18:04:00,50.0
Buffers,1,5,1,4,2,2020-10-31 09:13:00,50.0
Finishing Power Sanders,1,14,4,10,5,2017-08-12 11:20:00,50.0
Tool Stands & Work Tables,5,28,5,23,11,2020-11-07 09:37:00,47.8
Hand Pruner,1,20,3,17,8,2022-04-16 09:20:00,47.1
Flooring Tools,4,19,4,15,7,2022-04-16 01:12:00,46.7
Sanders & Planers,11,76,31,45,21,2019-08-19 18:51:00,46.7
Torx Screwdrivers,1,15,0,15,7,2021-11-30 18:26:00,46.7
Pruners,5,34,6,28,13,2022-04-16 09:20:00,46.4
Vacuum Cleaners,4,30,6,24,11,2021-11-16 20:27:00,45.8
Folding Tables,1,11,0,11,5,2018-06-02 10:17:00,45.5
Power Strips,1,12,1,11,5,2020-03-09 19:18:00,45.5
Ladders,10,15,4,11,5,2017-07-19 19:57:00,45.5
Tables,2,16,5,11,5,2017-05-10 19:52:00,45.5
Circular Saws,2,36,14,22,10,2018-08-18 10:51:00,45.5
Staple Guns,3,30,12,18,8,2021-08-17 19:42:00,44.4
Jacks,3,14,5,9,4,2022-03-27 16:35:00,44.4
Lights,2,12,3,9,4,2019-10-14 19:16:00,44.4
Hanging Lights,1,11,2,9,4,2022-03-29 20:40:00,44.4
Pry Bar,1,21,5,16,7,2022-04-16 01:13:00,43.8
Hitches & Towing Accessories,3,18,2,16,7,2020-08-08 11:58:00,43.8
Meters & Diagnostics,22,33,10,23,10,2021-10-23 12:03:00,43.5
Cook's Tools,1,10,3,7,3,2020-08-29 12:01:00,42.9
Table Saws,1,10,3,7,3,2020-01-18 11:34:00,42.9
Fencing Tools,8,7,0,7,3,2017-05-31 20:22:00,42.9
Post Hole Digger,1,7,0,7,3,2017-05-31 20:22:00,42.9
Carpet Tools,4,9,2,7,3,2022-04-12 18:18:00,42.9
Spade Shovel,1,9,2,7,3,2018-03-21 15:09:00,42.9
Paint Guide,1,9,2,7,3,2017-06-14 20:23:00,42.9
Levels,1,50,12,38,16,2022-02-05 09:51:00,42.1
Automotive Tools,10,71,12,59,24,2022-04-11 08:16:00,40.7
Hand Tile Cutter,1,5,0,5,2,2017-08-12 11:15:00,40.0
Yardsticks,1,5,0,5,2,2021-08-31 20:43:00,40.0
Cement Chisel,1,5,0,5,2,2017-07-29 09:46:00,40.0
Hack Saws,1,25,10,15,6,2021-05-01 12:04:00,40.0
Ice Cream Makers,1,5,0,5,2,2017-08-02 21:07:00,40.0
Belt Strap Wrench,1,11,6,5,2,2021-06-08 20:49:00,40.0
Rechargeable Battery Charger,1,15,5,10,4,2021-08-17 19:04:00,40.0
Toys & Games,8,9,4,5,2,2019-07-10 20:55:00,40.0
Monitors and Displays,1,6,1,5,2,2017-12-06 15:57:00,40.0
Propane Torch Kit,1,6,1,5,2,2018-09-30 16:38:00,40.0
Jig Saws,1,41,11,30,12,2018-07-21 11:44:00,40.0
Calipers,1,6,1,5,2,2018-09-12 19:56:00,40.0
Joint Knives,1,5,0,5,2,2020-10-10 11:29:00,40.0
Push Brooms,1,7,2,5,2,2019-02-16 10:50:00,40.0
Propane & Gas Powered Tools,12,6,1,5,2,2018-09-30 16:38:00,40.0
"Bits, Drivers and Accessories",2,81,23,58,23,2022-04-10 18:17:00,39.7
Caulk Guns,1,36,13,23,9,2022-04-16 01:12:00,39.1
Chargers,3,31,13,18,7,2021-09-04 09:28:00,38.9
Work Lights,4,22,4,18,7,2022-03-29 20:40:00,38.9
18V Cordless Tool Batteries,1,19,6,13,5,2018-08-11 11:34:00,38.5
Audio,21,9,1,8,3,2021-09-29 19:37:00,37.5
"Canning, Preserving & Homebrew",1,13,5,8,3,2019-07-13 11:16:00,37.5
Vise Grips,1,10,2,8,3,2022-02-22 20:04:00,37.5
Brick Trowel,1,9,1,8,3,2017-10-14 09:29:00,37.5
Tin Snips,1,12,1,11,4,2019-05-12 18:45:00,36.4
Putty Knife,1,17,6,11,4,2017-11-19 18:04:00,36.4
Furniture & Spaces,20,30,8,22,8,2022-04-13 18:53:00,36.4
Pry Bars & Crowbars,7,45,9,36,13,2022-04-16 01:13:00,36.1
Shovels & Digging,10,39,3,36,13,2022-04-03 17:49:00,36.1
Planes,1,25,8,17,6,2019-06-02 19:03:00,35.3
Air & Pneumatic Tools,16,44,15,29,10,2021-06-12 11:36:00,34.5
Goggles,1,3,0,3,1,2021-06-12 10:03:00,33.3
Square Shovel,1,13,1,12,4,2020-07-11 10:27:00,33.3
Ratcheting Wrench Sets,1,3,0,3,1,2018-09-04 18:16:00,33.3
Tile Cutters,3,9,0,9,3,2022-03-13 18:19:00,33.3
Computer Cables,9,9,3,6,2,2021-10-05 19:40:00,33.3
Rakes,11,25,4,21,7,2018-05-05 11:37:00,33.3
Printers & Scanners,6,6,0,6,2,2022-02-05 12:09:00,33.3
Wetsuits,1,3,0,3,1,2019-09-01 18:00:00,33.3
Seeders,4,3,0,3,1,2022-03-26 11:30:00,33.3
Books & Media,15,8,2,6,2,2018-11-21 20:46:00,33.3
Compasses (drawing),1,4,1,3,1,2017-07-23 17:41:00,33.3
Materials,9,7,1,6,2,2017-12-06 19:53:00,33.3
Cold Chisel,1,5,2,3,1,2016-07-02 11:41:00,33.3
Hand Seeders,1,3,0,3,1,2022-03-26 11:30:00,33.3
Drive Train Tools,1,19,4,15,5,2017-05-10 21:06:00,33.3
Hoes,1,19,4,15,5,2022-04-12 20:27:00,33.3
Conduit Benders,1,4,1,3,1,2016-11-13 17:55:00,33.3
Electric Pumps,3,3,0,3,1,2019-11-16 09:38:00,33.3
Electric Mixers & Dispensers,3,7,1,6,2,2020-03-07 13:30:00,33.3
Scissors,1,19,7,12,4,2021-12-05 16:22:00,33.3
Wire Cutters,1,32,5,27,9,2021-11-06 11:27:00,33.3
Brooms,1,3,0,3,1,2020-09-26 11:08:00,33.3
Cordless Screwdrivers,1,3,0,3,1,2018-07-18 19:44:00,33.3
Plug Cutters,1,3,0,3,1,2017-01-18 20:20:00,33.3
Gear Pullers,1,6,0,6,2,2022-01-19 20:10:00,33.3
Lathes,1,4,1,3,1,2016-05-11 19:01:00,33.3
Roto Zip,1,4,1,3,1,2018-01-07 16:58:00,33.3
Claw Hammers,1,90,57,33,11,2022-02-26 10:58:00,33.3
Bike Repair Stands,1,3,0,3,1,2016-11-02 18:57:00,33.3
Tack Hammers,1,3,0,3,1,2019-08-27 19:29:00,33.3
Buckets,1,25,7,18,6,2022-01-22 10:16:00,33.3
Protective Goggles,1,10,1,9,3,2018-05-19 12:12:00,33.3
Automotive Pressure Gauges,1,3,0,3,1,2018-11-03 11:44:00,33.3
Respirators,1,3,0,3,1,2016-12-31 11:47:00,33.3
Files,1,68,18,50,16,2022-04-02 11:23:00,32.0
Allen Wrench Sets,1,33,11,22,7,2019-10-20 16:34:00,31.8
Notched Trowel,1,32,10,22,7,2022-03-13 18:19:00,31.8
Nail Puller,1,10,0,10,3,2020-02-15 12:27:00,30.0
Storage & Organization,7,26,6,20,6,2022-04-13 18:53:00,30.0
Trowel,1,15,5,10,3,2021-06-19 11:05:00,30.0
Sanders,1,24,7,17,5,2021-04-03 10:13:00,29.4
Hobbies & Crafts,10,74,33,41,12,2022-04-12 20:39:00,29.3
Cordless Tool Batteries,4,48,17,31,9,2021-10-09 11:29:00,29.0
Power Saws,11,114,34,80,23,2021-06-19 10:14:00,28.8
Glassware & Drinkware,6,14,0,14,4,2019-07-10 19:17:00,28.6
Robertson Screwdrivers,1,7,0,7,2,2018-08-14 16:38:00,28.6
Bungee Cords,1,14,0,14,4,2021-12-08 18:44:00,28.6
Metal Garden Rake,1,7,0,7,2,2017-05-31 20:58:00,28.6
Jigs,3,9,2,7,2,2022-03-30 17:07:00,28.6
12V Cordless Tool Batteries,1,9,2,7,2,2018-09-18 16:42:00,28.6
Wheel Tools,1,29,4,25,7,2021-08-17 20:52:00,28.0
Tree & Orchard Care Tools,12,35,17,18,5,2018-06-03 16:06:00,27.8
Measuring & Layout Tools,15,206,50,156,43,2022-04-16 01:14:00,27.6
Miscellaneous Furniture,1,14,3,11,3,2017-08-13 16:54:00,27.3
Weeders,3,12,1,11,3,2017-06-24 09:46:00,27.3
Float,1,11,0,11,3,2019-12-03 18:39:00,27.3
Hot Glue Gun,1,18,7,11,3,2017-12-02 11:25:00,27.3
Clamps & Brackets,13,253,73,180,48,2018-08-05 17:32:00,26.7
Pruning Shears,1,29,14,15,4,2019-06-09 18:24:00,26.7
Hammers & Mallets,11,129,64,65,17,2022-03-06 17:58:00,26.2
Socket Sets,1,216,124,92,24,2022-04-10 16:21:00,26.1
Sports & Outdoor Accessories,4,9,1,8,2,2017-10-29 18:10:00,25.0
Power Adapters,3,7,3,4,1,2022-01-15 15:23:00,25.0
Rulers,1,13,1,12,3,2019-06-02 19:03:00,25.0
Counter Brush,1,4,0,4,1,2017-05-24 19:10:00,25.0
Water Sports,8,4,0,4,1,2019-09-01 18:00:00,25.0
Basin Wrench,1,9,1,8,2,2018-07-10 17:00:00,25.0
